"Marital_status","Application_mode","Application_order","Course","Daytime/evening_attendance	","Previous_qualification","Previous_qualification_(grade)","Nationality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_(credited)","Curricular_units_1st_sem_(enrolled)","Curricular_units_1st_sem_(evaluations)","Curricular_units_1st_sem_(approved)","Curricular_units_1st_sem_(grade)","Curricular_units_1st_sem_(without_evaluations)","Curricular_units_2nd_sem_(credited)","Curricular_units_2nd_sem_(enrolled)","Curricular_units_2nd_sem_(evaluations)","Curricular_units_2nd_sem_(approved)","Curricular_units_2nd_sem_(grade)","Curricular_units_2nd_sem_(without_evaluations)","Unemployment_rate","Inflation_rate","GDP","Target","Completed_exams_ratio","Passed_exams_ratio","CU_enrolled_1st_sem_winsorized","CU_enrolled_2nd_sem_winsorized","CU_evaluations_1st_sem_winsorized","CU_evaluations_2nd_sem_winsorized","CU_approved_1st_sem_winsorized","CU_approved_2nd_sem_winsorized","CU_grade_1st_sem_clean","CU_grade_2nd_sem_clean","PC1","PC2","PC3"
2,3,1,3,1,2,130,1,5,5,5,1,140,0,0,1,1,0,1,34,0,0,6,7,6,16.1428571428571,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,"Graduate",100,70.5882352941177,6,6,7,10,6,6,16.1428571428571,16.2,2.27359322790908,-1.60028273298081,2.46734002028221
1,1,2,1,1,2,135,1,4,4,7,3,125.3,1,0,0,1,0,1,18,0,0,8,8,7,11.7857142857143,0,0,8,8,7,11.7857142857143,0,12.7,3.7,-1.7,"Graduate",87.5,87.5,8,8,8,8,7,7,11.7857142857143,11.7857142857143,1.62438578884694,0.519126954191503,-1.69202068187388
1,1,6,1,1,2,137,1,2,2,2,3,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,"Graduate",100,100,8,8,8,8,8,8,13.42375,13.42375,2.95435177749867,-0.100537803956118,-0.758425351875559
1,1,1,4,1,2,100,1,4,4,7,8,100,0,0,0,1,0,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.1666666666667,0,11.1,0.6,2.02,"Graduate",91.6666666666667,61.1111111111111,6,6,8,10,6,5,12.5,14.1666666666667,0.729757540904052,-0.49294322562519,0.618635226111091
1,1,2,1,1,2,127,1,3,3,7,5,121.3,1,0,0,1,0,1,20,0,0,8,8,7,12.4642857142857,0,0,8,8,7,12.4642857142857,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,12.4642857142857,12.4642857142857,1.9042443989839,0.327496858169751,-1.19065106724982
1,4,1,4,0,2,140,1,4,4,3,7,135,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,"Enrolled",65,39.3939393939394,11,9,16,15,8,5,12.375,12.6,1.96355814094649,4.65719014481971,0.490886500341974
1,3,1,4,1,2,140,1,5,5,4,4,120,0,0,0,1,0,0,28,0,0,6,8,1,10,0,0,6,9,0,0,0,10.8,1.4,1.74,"Dropout",8.33333333333333,5.88235294117647,6,6,8,9,1,0,10,10.846,-3.93345516670711,1.00266917623969,-0.255058041787749
1,1,1,3,1,2,121,1,5,5,7,8,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.4285714285714,0,15.5,2.8,-4.06,"Enrolled",91.6666666666667,61.1111111111111,6,6,8,10,5,6,12.6,12.4285714285714,0.382063004897661,-0.285891701112887,0.0280275499268854
1,2,1,4,1,2,131,1,3,3,7,7,129.7,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,"Graduate",90,81.8181818181818,5,5,5,6,5,4,12.6,12.4,-0.279444979496341,-2.22562512341649,-0.50829781692611
2,1,1,4,1,2,151,1,4,4,7,6,132.1,1,0,0,1,0,0,34,0,0,5,7,2,10,0,0,5,6,4,12,0,7.6,2.6,0.32,"Dropout",60,46.1538461538462,5,5,7,6,2,4,10,12,-2.21500652480444,-1.05851554738189,-0.899192828236417
2,2,1,3,1,2,130,1,5,5,5,6,120.3,0,0,0,1,0,0,35,0,0,7,7,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout",0,0,7,6,7,5,0,0,10,10,-4.40826031053509,0.580407374121993,-1.13515575607394
1,4,1,4,0,1,120,1,5,5,7,5,120,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.3333333333333,0,12.4,0.5,1.79,"Graduate",100,66.6666666666667,5,5,7,8,5,5,11.6,12.3333333333333,-0.312045501223765,-1.30760699534759,-0.46206518469025
1,1,2,8,1,2,136,1,3,3,2,5,123.1,1,0,0,1,0,0,19,0,0,6,8,6,12.1666666666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,"Graduate",100,85.7142857142857,6,6,8,6,6,6,12.1666666666667,13.5,0.984780221359724,-1.31546801474813,-0.540651647876413
1,1,5,4,1,2,125,1,2,2,7,5,119.4,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.6666666666667,0,11.1,0.6,2.02,"Graduate",75,52.9411764705882,6,6,10,7,4,5,13.6,12.6666666666667,-0.0692542710628736,-0.4873781106194,0.574916241140037
2,3,1,4,1,2,133.1,1,5,5,7,7,140,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,"Dropout",90,56.25,5,5,8,8,4,5,12.5,11.8,-0.650802040353674,-1.05689964365159,-0.0308535678181488
1,3,1,3,0,2,133.1,1,2,2,2,3,116.5,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,"Enrolled",66.6666666666667,50,6,6,6,10,4,4,12.25,11.5,-0.867921703451587,-0.236081554001352,-0.247664157749453
1,1,1,3,1,2,120,1,3,3,7,7,113,1,0,0,1,0,1,20,0,0,6,7,6,11.7142857142857,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,"Graduate",100,80,6,6,7,8,6,6,11.7142857142857,12.625,0.682541418080545,-0.90416829918172,-0.82709626935636
1,1,3,3,1,2,143,2,3,3,2,7,133.9,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13,0,16.2,0.3,-0.92,"Graduate",100,85.7142857142857,6,6,7,7,6,6,13.5,13,1.17152255856328,-1.42873028452929,-0.174943987847418
1,1,3,1,1,2,133.1,1,4,4,5,7,115.5,1,0,0,1,1,1,20,0,0,8,8,7,13.0242857142857,0,0,8,8,7,13.0242857142857,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,13.0242857142857,13.0242857142857,2.13520139934957,0.169351599979162,-0.776889195812676
1,1,5,8,1,2,121,1,2,2,2,5,116.5,1,0,0,0,1,0,18,0,0,6,12,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout",0,0,6,6,12,5,0,0,10,10,-4.51563310871958,1.20214316641717,-0.527729057251142
1,1,1,6,1,2,168,1,3,3,2,2,171.2,0,0,0,1,1,1,18,0,0,5,6,5,17.3333333333333,0,0,5,8,5,18.5714285714286,0,12.4,0.5,1.79,"Graduate",100,71.4285714285714,5,5,6,8,5,5,17.3333333333333,18.5714285714286,2.20062472153421,-3.21680505588075,3.81686110805038
1,1,1,4,1,2,124,1,3,3,3,5,119.1,0,0,0,1,1,1,20,0,0,5,7,4,11,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,"Graduate",80,57.1428571428571,5,5,7,7,4,4,11,11.5,-1.34453727044369,-1.10547221677496,-0.836171654391912
1,1,2,3,1,2,127,1,3,3,10,1,121.1,1,0,0,1,1,0,19,0,0,7,10,6,13.6666666666667,0,0,7,9,6,12.5,0,12.4,0.5,1.79,"Dropout",85.7142857142857,63.1578947368421,7,7,10,9,6,6,13.6666666666667,12.5,1.1489186985578,0.330030025150476,0.209412016479102
1,1,2,5,1,2,129,1,2,2,2,7,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,"Enrolled",91.6666666666667,73.3333333333333,6,6,9,6,6,5,11.375,13.8,0.474353748912723,-0.915519490695521,-0.441590937288721
1,1,1,3,1,2,137,1,3,3,7,7,132.8,0,0,0,1,1,0,19,0,0,6,6,6,12.8333333333333,0,0,6,8,6,11.8333333333333,0,10.8,1.4,1.74,"Graduate",100,85.7142857142857,6,6,6,8,6,6,12.8333333333333,11.8333333333333,0.807487788551626,-1.16948772079101,-0.816871297204863
1,1,1,3,1,2,120,1,6,6,9,9,126.7,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,"Graduate",75,45,6,6,9,11,5,4,12.6,11.5,-0.504383896886374,0.445715634338039,0.255153718798769
1,1,1,1,1,2,110,1,3,3,7,5,105.8,1,0,0,1,1,0,22,0,0,7,8,6,14.3333333333333,0,0,8,9,7,13.7714285714286,0,11.1,0.6,2.02,"Graduate",86.6666666666667,76.4705882352941,7,8,8,9,6,7,14.3333333333333,13.7714285714286,2.08068057418281,-0.146358279573431,0.394460723251357
1,1,2,6,1,2,120,1,2,2,7,6,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,"Enrolled",90.9090909090909,55.5555555555556,5,6,8,10,4,6,13.5,13.625,0.375696650985147,-0.832141269245452,1.03163049169577
1,1,1,1,1,2,143,1,4,4,7,7,140,0,0,0,1,1,0,19,0,0,8,8,7,14.2857142857143,0,0,8,8,7,14.2857142857143,0,12.7,3.7,-1.7,"Graduate",87.5,87.5,8,8,8,8,7,7,14.2857142857143,14.2857142857143,2.65544382619368,-0.18687866273077,0.155130529899065
1,4,1,7,1,3,120,1,2,2,7,5,120,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10,0,13.9,-0.3,0.79,"Dropout",41.6666666666667,18.5185185185185,6,6,15,12,3,2,11.75,10,-2.30012744149878,2.40893727788964,0.689124895582516
1,1,5,6,1,2,124,2,1,1,1,7,119.5,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,"Graduate",100,100,5,5,5,5,5,5,14.8,17.6,1.73143073155095,-3.66818269860589,1.7965266101989
2,3,1,7,1,2,168,1,2,2,7,1,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout",0,0,6,6,7,5,0,0,10,10,-4.5893708786461,0.30511601488837,-1.0091508215367
2,3,1,3,0,4,133.1,1,2,2,2,2,130,0,0,0,1,1,0,24,0,0,6,14,1,10,0,0,5,5,0,0,0,16.2,0.3,-0.92,"Dropout",9.09090909090909,5.26315789473684,6,5,14,5,1,0,10,10.846,-4.17429126723179,1.08998893027741,-0.0277081185658148
1,3,2,4,1,2,150,1,6,6,9,9,107,1,0,0,1,1,0,26,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout",0,0,5,5,5,5,0,0,10,10,-5.01707202900008,-0.605520550381249,-0.936021995733765
1,3,1,1,1,2,140,1,5,5,7,4,132.8,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,"Dropout",64.2857142857143,47.3684210526316,7,7,10,9,4,5,12.6,12.38,-0.0793872171253521,0.707569073616559,0.145650515512611
1,1,1,4,0,2,145,1,1,1,2,7,127.5,1,0,0,1,1,0,22,0,0,5,9,5,12.4285714285714,1,0,5,7,5,11.8,0,7.6,2.6,0.32,"Graduate",100,62.5,5,5,9,7,5,5,12.4285714285714,11.8,-0.300923424101799,-1.1314823066684,-0.226646575520927
1,1,1,8,1,2,118,1,4,4,3,3,123.3,1,0,0,1,1,0,26,0,0,6,10,4,10,0,0,6,11,3,12,0,9.4,-0.8,-3.12,"Enrolled",58.3333333333333,33.3333333333333,6,6,10,11,4,3,10,12,-1.61943760221427,1.08711315828735,-0.194377313813912
1,1,1,4,1,2,123,1,2,2,10,2,122,0,0,0,1,1,0,19,0,0,5,7,3,12.3333333333333,0,0,5,5,0,0,0,8.9,1.4,3.51,"Dropout",30,25,5,5,7,5,3,0,12.3333333333333,12.4466666666666,-2.78935174451577,-1.22849213688713,0.545661140560182
1,2,1,4,1,2,126,1,1,1,1,8,111,0,0,1,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.3333333333333,0,11.1,0.6,2.02,"Graduate",94.7368421052632,85.7142857142857,11,8,12,9,9,8,12.1,13.3333333333333,3.23059250565261,1.98433360576907,-1.09951756151743
1,1,2,3,1,2,137,1,2,2,5,5,133.2,1,0,0,1,0,1,19,0,0,6,7,6,14.7142857142857,0,0,6,6,6,15,0,13.9,-0.3,0.79,"Graduate",100,92.3076923076923,6,6,7,6,6,6,14.7142857142857,15,1.88722491792268,-2.11569347887652,0.82220647207975
1,1,3,3,1,2,130,1,3,3,7,7,123,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,7,6,12.8333333333333,0,12.7,3.7,-1.7,"Graduate",100,92.3076923076923,6,6,6,7,6,6,12.6666666666667,12.8333333333333,1.03195884804205,-1.52140962008167,-0.705741697105026
1,4,1,7,1,1,150,1,2,2,6,6,150,0,0,0,1,0,1,23,0,7,12,14,12,14.3846153846154,0,5,10,12,10,13.3,0,8.9,1.4,3.51,"Graduate",100,84.6153846153846,11,10,14,12,9,8,14.3846153846154,13.3,4.29570444379164,3.09807102107495,0.0474104599513592
1,1,3,4,1,2,147,1,3,3,3,5,132.3,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,"Graduate",100,90.9090909090909,5,5,5,6,5,5,13.4,12.2,0.247434478233551,-2.44532289544496,-0.45069016380651
1,1,1,1,1,2,140,1,5,5,3,5,126,1,0,0,1,0,0,18,0,0,8,8,7,13.3142857142857,0,0,8,8,7,13.3142857142857,0,12.7,3.7,-1.7,"Graduate",87.5,87.5,8,8,8,8,7,7,13.3142857142857,13.3142857142857,2.25480413168179,0.0874549484161782,-0.562619655247014
1,1,3,1,1,2,132,1,4,4,7,7,119.3,1,0,0,1,0,0,19,0,0,8,8,7,11.9885714285714,0,0,8,8,7,11.9885714285714,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,11.9885714285714,11.9885714285714,1.70804878387734,0.461839641275537,-1.54213755497576
1,4,1,4,1,1,130,1,2,2,2,5,133.8,1,0,0,1,0,0,21,0,6,11,17,11,11.5454545454545,0,3,9,13,8,12.8888888888889,0,8.9,1.4,3.51,"Graduate",95,63.3333333333333,11,9,16,13,9,8,11.5454545454545,12.8888888888889,3.13976674000728,4.00881456894824,-0.550163155936761
1,1,1,2,1,2,130,1,5,5,7,4,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.4615384615385,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,"Graduate",100,57.1428571428571,6,6,13,8,6,6,16.4615384615385,13.875,1.72634137221014,-0.482121333052212,2.21180300489426
1,1,1,3,1,2,151,1,4,4,7,3,138.4,1,0,0,1,0,1,24,0,0,6,7,6,13.6666666666667,0,0,6,6,6,12.8333333333333,0,10.8,1.4,1.74,"Graduate",100,92.3076923076923,6,6,7,6,6,6,13.6666666666667,12.8333333333333,1.22514003503828,-1.65844914855557,-0.34637430954713
1,1,4,1,1,2,144,1,1,1,1,1,129,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.4111111111111,0,16.2,0.3,-0.92,"Dropout",100,88.2352941176471,7,8,8,9,7,8,12.65,13.4111111111111,2.31378980191084,-0.0179010327610814,-0.655998141413613
1,1,1,4,1,2,127,1,3,3,3,5,118.3,1,0,0,1,0,0,18,0,0,6,7,6,12.3333333333333,0,0,6,10,3,12,0,13.9,-0.3,0.79,"Enrolled",75,52.9411764705882,6,6,7,10,6,3,12.3333333333333,12,-0.405030267289353,-0.160003229225082,-0.03575602268258
1,1,2,1,1,2,131,1,3,3,7,5,129.8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,"Graduate",86.6666666666667,72.2222222222222,7,8,8,10,6,7,14.37,14.65,2.24456622754355,-0.0660676936058129,0.876281519587677
1,1,2,2,1,2,123,1,2,2,2,7,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,"Enrolled",70,33.3333333333333,5,5,13,8,3,4,12,11.75,-1.56564333935219,0.200293857321881,0.623840849570469
1,1,5,3,1,2,130,1,6,6,9,6,128.3,1,0,0,0,0,1,18,0,0,6,12,3,12,0,0,6,15,3,10.6666666666667,0,7.6,2.6,0.32,"Dropout",50,22.2222222222222,6,6,12,15,3,3,12,10.6666666666667,-1.75493745137316,2.18944816178728,0.969558179762418
1,2,1,8,1,2,130,1,2,2,3,5,130,0,0,0,1,0,1,19,0,0,6,11,4,12,0,0,6,14,3,11,0,10.8,1.4,1.74,"Dropout",58.3333333333333,28,6,6,11,14,4,3,12,11,-1.37738240416551,1.71162443059172,0.735123358433009
1,1,2,3,1,2,131,1,2,2,2,6,121.9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,"Graduate",83.3333333333333,58.8235294117647,6,6,10,7,5,5,12.6,11.2,-0.224080935933298,-0.210578945614956,-0.461787283646537
1,1,5,3,1,1,135,1,2,2,7,1,129.4,0,0,1,1,0,0,18,0,0,6,6,6,12.1666666666667,0,0,6,6,6,12.3333333333333,0,10.8,1.4,1.74,"Graduate",100,100,6,6,6,6,6,6,12.1666666666667,12.3333333333333,0.892784044320453,-1.61967844807964,-1.26119738957379
1,1,2,3,1,2,123,1,3,3,7,8,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14,0,11.1,0.6,2.02,"Enrolled",85.7142857142857,75,7,7,8,8,6,6,13.5,14,1.5118157680786,-0.494575455852407,0.261396255712946
1,1,5,1,1,2,145,1,4,4,7,7,125.5,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,"Graduate",100,100,8,8,8,8,8,8,13.76375,13.76375,3.09457567057783,-0.196554567857547,-0.507212787074439
1,1,6,1,1,2,118,1,4,4,3,3,117.8,1,0,0,1,0,1,19,0,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,"Graduate",85.7142857142857,63.1578947368421,7,7,11,8,6,6,12.4,12.8,0.934857377817706,0.462925410484061,-0.201055477909025
1,1,3,4,1,2,125,1,1,1,1,8,118.7,1,0,0,1,0,0,18,0,0,5,16,4,10.6666666666667,0,0,5,11,2,12,0,13.9,-0.3,0.79,"Enrolled",60,22.2222222222222,5,5,16,11,4,2,10.6666666666667,12,-2.07698244799357,1.60537417188603,1.06927161300624
1,1,2,1,1,2,152,1,5,5,7,7,139,1,0,0,1,0,0,18,0,0,7,7,6,14.3333333333333,0,0,7,7,6,14.3333333333333,0,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857,7,7,7,7,6,6,14.3333333333333,14.3333333333333,1.84252283180833,-1.10071750774361,0.393844933983967
1,1,1,2,1,2,101,1,2,2,2,7,98.9,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.6666666666667,0,11.1,0.6,2.02,"Enrolled",50,24,6,6,12,13,4,2,12.5,12.6666666666667,-1.26409512273507,1.49103749819541,1.62333920152704
1,1,1,8,1,2,137,1,6,6,9,5,137.7,1,0,1,0,0,0,19,0,0,6,14,1,10,0,0,6,13,0,0,0,7.6,2.6,0.32,"Dropout",8.33333333333333,3.7037037037037,6,6,14,13,1,0,10,10.846,-3.75826016101907,2.80950562596873,0.833289908009194
1,1,4,1,1,2,123,1,2,2,10,1,113.6,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.6222222222222,0,12.4,0.5,1.79,"Graduate",100,88.2352941176471,7,8,8,9,7,8,14.69625,14.6222222222222,2.98604634327417,-0.475318936910864,0.561454800610872
1,1,1,2,1,2,120,1,1,1,1,7,113.4,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,"Enrolled",58.3333333333333,22.5806451612903,6,6,14,15,4,3,11.5,13.75,-0.910133036015066,2.14369702503531,1.96784616915826
1,1,3,1,1,2,131,1,3,3,7,5,128.5,0,0,0,1,0,1,18,0,0,7,9,7,12.8555555555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,"Graduate",100,88.2352941176471,7,8,9,8,7,8,12.8555555555556,13.9125,2.44568478000145,-0.117478897271161,-0.426749529871404
1,1,1,1,1,2,141,1,2,2,10,8,142.8,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.9944444444444,0,11.1,0.6,2.02,"Graduate",100,93.75,7,8,7,9,7,8,13.7,13.9944444444444,2.70460907673594,-0.470400729402272,-0.186040105650865
1,1,1,2,1,2,144,1,1,1,1,1,137.7,0,0,0,0,0,0,23,0,0,5,9,0,0,3,1,5,10,1,12,3,10.8,1.4,1.74,"Dropout",10,5.26315789473684,5,5,9,10,0,1,12.218,12,-3.59096541834798,0.300965377145216,1.47745340599866
1,1,1,3,1,2,107,1,3,3,5,5,103.5,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12,0,16.2,0.3,-0.92,"Enrolled",58.3333333333333,31.8181818181818,6,6,13,9,3,4,11.2,12,-1.41374293481166,1.08522950198072,0.307530589487606
1,1,1,1,1,2,133,1,4,4,3,3,123.2,0,0,0,1,0,0,18,0,0,7,7,7,13.2857142857143,0,0,8,9,8,13.3333333333333,0,16.2,0.3,-0.92,"Graduate",100,93.75,7,8,7,9,7,8,13.2857142857143,13.3333333333333,2.48301257855423,-0.317807182963658,-0.579161321941043
1,1,2,3,1,2,126,1,2,2,1,8,126,1,0,0,1,0,0,19,0,0,6,9,5,13,0,0,6,8,5,10.4,0,7.6,2.6,0.32,"Enrolled",83.3333333333333,58.8235294117647,6,6,9,8,5,5,13,10.4,-0.292084004407979,-0.151608123587203,-0.562391892664262
1,3,1,1,1,2,133.1,1,2,2,10,5,121.7,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.6857142857143,0,12.4,0.5,1.79,"Enrolled",85.7142857142857,70.5882352941177,7,7,8,9,6,6,12.6,11.6857142857143,0.823605845895839,0.176930450371251,-0.742967350038139
1,1,1,4,1,2,147,1,5,5,7,4,142.8,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12,0,11.1,0.6,2.02,"Enrolled",90,90,5,5,5,5,5,4,12.8,12,-0.247179084724727,-2.43893538133083,-0.76208702921198
1,2,1,2,1,2,120,1,2,2,7,7,120,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11,1,15.5,2.8,-4.06,"Dropout",83.3333333333333,37.037037037037,6,6,14,13,5,5,11.5,11,-0.533540703523591,1.93082811665219,0.345089671694856
1,1,1,1,1,2,130,1,5,5,5,6,119.3,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,"Graduate",87.5,87.5,8,8,8,8,7,7,11.4,11.4,1.46530826308486,0.628053535088086,-1.977009725976
1,4,1,3,1,2,120,1,5,5,4,7,121,0,0,0,1,0,1,21,0,3,6,6,6,12.3333333333333,0,2,6,8,6,11.3333333333333,0,13.9,-0.3,0.79,"Graduate",100,85.7142857142857,6,6,6,8,6,6,12.3333333333333,11.3333333333333,0.601276181082278,-1.02828659740655,-1.18630153955945
1,1,5,3,1,2,138,1,3,3,7,7,139.4,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,"Graduate",75,52.9411764705882,6,6,7,10,5,4,12.8,12.2,-0.278492684680616,-0.283138080216389,0.198581740802336
1,1,1,2,1,2,124,1,3,3,5,5,113.9,1,0,0,1,0,1,20,0,0,5,8,5,12,1,0,5,8,4,15,1,12.7,3.7,-1.7,"Graduate",90,56.25,5,5,8,8,5,4,12,15,-0.0853585576052078,-1.41952300898199,0.920651435955518
1,1,1,3,1,2,133,1,5,5,7,5,124.6,1,0,0,1,0,1,18,0,0,6,8,5,13,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,"Graduate",83.3333333333333,58.8235294117647,6,6,8,9,5,5,13,13.5,0.358817206727442,-0.599842806411166,0.557486654537303
1,1,1,5,1,2,122,1,2,2,2,6,123.8,1,0,1,0,0,1,18,0,0,6,6,6,11.8333333333333,0,0,6,8,6,11,0,12.7,3.7,-1.7,"Dropout",100,85.7142857142857,6,6,6,8,6,6,11.8333333333333,11,0.429323238945712,-0.911122931524401,-1.49697103191004
1,1,3,2,1,2,138,1,2,2,2,2,126.3,1,0,0,1,0,0,18,0,0,6,8,6,14,0,0,6,9,6,13.3333333333333,0,8.9,1.4,3.51,"Graduate",100,70.5882352941177,6,6,8,9,6,6,14,13.3333333333333,1.22735867050658,-0.889605844041948,0.601949413046451
1,1,4,3,1,2,134,1,2,2,10,1,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.3333333333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,"Graduate",100,100,6,6,6,6,6,6,12.3333333333333,13.5,1.16707323880687,-1.81097023422157,-0.785489475431661
1,1,3,1,1,2,128,1,2,2,5,5,120.5,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,"Enrolled",85.7142857142857,70.5882352941177,7,7,10,7,5,7,13.04,12.5,1.04351444289432,-0.0288389211859276,-0.356212671337192
1,4,1,2,1,1,140,1,3,3,6,7,144.9,1,0,1,0,0,0,23,0,7,11,18,11,13.1666666666667,0,4,9,15,8,13.3333333333333,0,8.9,1.4,3.51,"Enrolled",95,57.5757575757576,11,9,16,15,9,8,13.1666666666667,13.3333333333333,3.55191935783364,4.12304369531665,0.526240014765949
1,3,1,2,1,4,133.1,1,3,3,2,7,139.9,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.8333333333333,0,8.9,1.4,3.51,"Graduate",100,66.6666666666667,6,6,7,11,6,6,12.5,12.8333333333333,0.807730245665245,-0.401896463525631,0.0283867920080792
1,1,3,1,1,2,141,1,3,3,7,7,126,1,0,0,1,0,0,18,0,0,8,8,7,15.6571428571429,0,0,8,8,7,15.6571428571429,0,12.7,3.7,-1.7,"Graduate",87.5,87.5,8,8,8,8,7,7,15.6571428571429,15.6571428571429,3.22105280668104,-0.574173172585282,1.16842490892881
1,1,2,5,1,2,145,1,2,2,2,1,133.5,0,0,0,1,0,0,19,0,0,6,6,6,12.1666666666667,0,0,6,6,6,11.3333333333333,0,12.7,3.7,-1.7,"Graduate",100,100,6,6,6,6,6,6,12.1666666666667,11.3333333333333,0.687232052323806,-1.47545370306585,-1.61376188959773
1,1,1,3,1,2,108,1,2,2,3,6,105.9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.1666666666667,0,11.1,0.6,2.02,"Enrolled",83.3333333333333,50,6,6,11,9,5,5,10.6,11.1666666666667,-0.682567126726871,0.676726754925794,-0.831371517690036
